compound_id	chemical_description	analysis_platform	refractive_index	molar_mass	superpathway	subpathway	pubchem_id	cas_number	kegg_id	hmdb_id
33009	homostachydrine*	LC/MS Pos Early	1750	158.1176	Xenobiotics	Food Component/Plant	441447	1195-94-4	C08283	HMDB33433
40473	hydantoin-5-propionate	LC/MS Polar	2080	171.0411	Amino Acid	Histidine Metabolism	782	5624-26-0	C05565	HMDB01212
57565	hydroxymethylpyrimidine	LC/MS Pos Early	2207	140.0818	Cofactors and Vitamins	Thiamine Metabolism	777	73-67-6	C01279	
34093	hyocholate	LC/MS Neg	5046	407.2803	Lipid	Secondary Bile Acid Metabolism	92805	547-75-1	C17649	HMDB00760
590	hypotaurine	LC/MS Pos Early	724	110.027	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	107812	300-84-5	C00519	HMDB00965
3127	hypoxanthine	LC/MS Neg	1291.2	135.0312	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	790	68-94-0	C00262	HMDB00157
32426	I-urobilinogen	LC/MS Neg	4190	591.3188	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	26818	14684-37-8	C05790	HMDB04157
17799	ibuprofen	LC/MS Neg	4925	205.1234	Xenobiotics	Drug - Analgesics, Anesthetics	3672	15687-27-1	D00126	HMDB01925
15716	imidazole lactate	LC/MS Pos Early	2040	157.0608	Amino Acid	Histidine Metabolism	793	14403-45-3	C05568	HMDB02320
40730	imidazole propionate	LC/MS Pos Early	2263	141.0659	Amino Acid	Histidine Metabolism	70630	1074-59-5		HMDB02271
33965	indole	LC/MS Neg	4302	116.0506	Amino Acid	Tryptophan Metabolism	798	120-72-9	C00463	HMDB00738
38116	indole-3-carboxylate	LC/MS Neg	1710	160.0404	Amino Acid	Tryptophan Metabolism	69867	771-50-6	C19837	HMDB03320
27513	indoleacetate	LC/MS Neg	2200	174.0561	Amino Acid	Tryptophan Metabolism	802	6505-45-9	C00954	HMDB00197
18349	indolelactate	LC/MS Neg	2286	204.0666	Amino Acid	Tryptophan Metabolism	92904	832-97-3	C02043	HMDB00671
32405	indolepropionate	LC/MS Neg	2795	188.0717	Amino Acid	Tryptophan Metabolism	3744	830-96-6		HMDB02302
43374	indolin-2-one	LC/MS Pos Early	2575	134.06	Xenobiotics	Food Component/Plant	321710	59-48-3	C12312	
1123	inosine	LC/MS Neg	1602.1	267.0735	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	6021	58-63-9	C00294	HMDB00195
33441	isobutyrylcarnitine (C4)	LC/MS Pos Early	2810	232.1543	Amino Acid	Leucine, Isoleucine and Valine Metabolism	168379	25518-49-4		HMDB00736
35437	isobutyrylglycine (C4)	LC/MS Neg	1420	144.0666	Amino Acid	Leucine, Isoleucine and Valine Metabolism	10855600	15926-18-8		HMDB00730
22273	isocaproate (i6:0)	LC/MS Neg	2570	115.0765	Lipid	Fatty Acid, Branched	12587	646-07-1		HMDB00689
63225	isocaproyltaurine	LC/MS Neg	2935	222.0806	Lipid	Endocannabinoid				
1125	isoleucine	LC/MS Pos Early	2800	132.1019	Amino Acid	Leucine, Isoleucine and Valine Metabolism	6306	73-32-5	C00407	HMDB00172
40008	isoleucylglycine	LC/MS Neg	1992	187.1088	Peptide	Dipeptide	342532	868-28-0		HMDB28907
57563	isosilibinin	LC/MS Neg	3800	481.114	Xenobiotics	Food Component/Plant	3085830	72581-71-6		
63602	isoursodeoxycholate sulfate (1)	LC/MS Neg	4082	235.1175	Lipid	Secondary Bile Acid Metabolism				
44656	isovalerate (C5)	LC/MS Neg	1564	101.0608	Amino Acid	Leucine, Isoleucine and Valine Metabolism	10430	503-74-2	C08262	HMDB00718
35107	isovalerylglycine	LC/MS Neg	1950	158.0823	Amino Acid	Leucine, Isoleucine and Valine Metabolism	546304	16284-60-9		HMDB00678
37159	isovitexin	LC/MS Neg	2805	431.0984	Xenobiotics	Food Component/Plant	162350	29702-25-8;38953-85-4	C01714	
64094	isoxanthohumol	LC/MS Neg	4928	353.1394	Xenobiotics	Food Component/Plant	513197	70872-29-6		HMDB34048
1417	kynurenate	LC/MS Neg	2224	188.0353	Amino Acid	Tryptophan Metabolism	3845	492-27-3	C01717	HMDB00715
15140	kynurenine	LC/MS Pos Early	2739	209.0921	Amino Acid	Tryptophan Metabolism	161166	2922-83-0	C00328	HMDB00684
40173	L-urobilin	LC/MS Neg	4624	593.3345	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	5280818	34217-90-8	C05793	HMDB04159
527	lactate	LC/MS Polar	1469	89.0244	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	612	79-33-4	C00186	HMDB00190
57422	lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*	LC/MS Pos Late	3842	946.7189	Lipid	Lactosylceramides (LCER)				
57370	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	LC/MS Pos Late	3778	972.7346	Lipid	Lactosylceramides (LCER)				
53010	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	LC/MS Pos Late	2527	862.625	Lipid	Lactosylceramides (LCER)		4201-62-1		
54980	lactosyl-N-stearoyl-sphingosine (d18:1/18:0)*	LC/MS Pos Late	2906	890.6563	Lipid	Lactosylceramides (LCER)	10260120			HMDB11591
57390	LAHSA (18:2/OH-18:0)*	LC/MS Pos Late	2936	580.5299	Lipid	Fatty Acid Hydroxyl Fatty Acid				
1128	lanosterol	LC/MS Pos Late	2687	409.3829	Lipid	Sterol	246983	79-63-0	C01724	HMDB01251
42002	lanthionine	LC/MS Pos Early	1730	209.0591	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	98504	3183-08-02 00:00:00		
43013	lariciresinol	LC/MS Neg	4000	359.15	Xenobiotics	Food Component/Plant	332427	27003-73-2	C10646	
1645	laurate (12:0)	LC/MS Neg	5300	199.1704	Lipid	Medium Chain Fatty Acid	3893	143-07-7	C02679	HMDB00638
34534	laurylcarnitine (C12)	LC/MS Pos Late	1235	344.2795	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)	10427569	25518-54-1		HMDB02250
60	leucine	LC/MS Pos Early	2864	132.1019	Amino Acid	Leucine, Isoleucine and Valine Metabolism	6106	61-90-5		
40010	leucylalanine	LC/MS Neg	2264	201.1245	Peptide	Dipeptide	259321	7298-84-2		HMDB28922
48189	leucylglutamine*	LC/MS Pos Early	2620	260.1605	Peptide	Dipeptide	4305457			HMDB28927
40045	leucylglycine	LC/MS Pos Early	2778	189.1234	Peptide	Dipeptide	79070	686-50-0		HMDB28929
22177	levulinate (4-oxovalerate)	LC/MS Pos Early	1433	99.0441	Xenobiotics	Food Component/Plant	11579	123-76-2		HMDB00720
57535	lignoceroyl ethanolamide (24:0)*	LC/MS Pos Late	2445	412.4149	Lipid	Endocannabinoid				
57330	lignoceroyl sphingomyelin (d18:1/24:0)	LC/MS Pos Late	3437	815.7001	Lipid	Sphingomyelins		60037-60-7		
57515	lignoceroylcarnitine (C24)*	LC/MS Pos Late	1603	512.4673	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)				
1105	linoleate (18:2n6)	LC/MS Neg	5535	279.233	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	5280450	60-33-3	C01595	HMDB00673
34035	linolenate (18:3n3 or 3n6)	LC/MS Neg	5450	277.2173	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	5280934		C06426	HMDB03073
62746	linolenoyl ethanolamide	LC/MS Pos Late	1488	322.2741	Lipid	Endocannabinoid	5283449	57086-93-8		HMDB13624
54951	linolenoyl-linolenoyl-glycerol (18:3/18:3) [1]*	LC/MS Pos Late	2229	630.5092	Lipid	Diacylglycerol				HMDB07278
54952	linolenoyl-linolenoyl-glycerol (18:3/18:3) [2]*	LC/MS Pos Late	2268	630.5092	Lipid	Diacylglycerol				HMDB07278
52608	linoleoyl ethanolamide	LC/MS Neg	6150	322.2752	Lipid	Endocannabinoid	5283446	68171-52-8		HMDB12252
54956	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	LC/MS Pos Late	2650	658.5405	Lipid	Diacylglycerol				HMDB07257
54950	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2]*	LC/MS Pos Late	2500	682.5405	Lipid	Diacylglycerol				HMDB07266
54963	linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*	LC/MS Pos Late	2426	632.5249	Lipid	Diacylglycerol				HMDB07249
54964	linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*	LC/MS Pos Late	2478	632.5249	Lipid	Diacylglycerol				HMDB07250
54968	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	LC/MS Pos Late	2720	634.5405	Lipid	Diacylglycerol				HMDB07248
54969	linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*	LC/MS Pos Late	2790	634.5405	Lipid	Diacylglycerol				HMDB07248
46223	linoleoylcarnitine (C18:2)*	LC/MS Pos Late	1430	424.3421	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	6450015	36816-10-1		HMDB06469
1483	lithocholate	LC/MS Neg	5372	375.2905	Lipid	Secondary Bile Acid Metabolism	9903	434-13-9	C03990	HMDB00761
62526	lithocholate sulfate (1)	LC/MS Neg	4811	227.12	Lipid	Secondary Bile Acid Metabolism				
62527	lithocholic acid sulfate (2)	LC/MS Neg	5028	227.12	Lipid	Secondary Bile Acid Metabolism				
38648	loperamide	LC/MS Pos Late	1075	477.2303	Xenobiotics	Drug - Gastrointestinal	3955	34552-83-5	C07080	HMDB04999
37115	luteolin	LC/MS Pos Late	735	287.055	Xenobiotics	Food Component/Plant	5280445	491-70-3	C01514	HMDB05800
1301	lysine	LC/MS Pos Early	2850	147.1128	Amino Acid	Lysine Metabolism	5962	56-87-1	C00047	HMDB00182
40020	lysylleucine	LC/MS Pos Early	3370	260.1969	Peptide	Dipeptide	4682588	7369-79-1		HMDB28955
39581	m-tyramine	LC/MS Pos Early	2701	138.0913	Amino Acid	Tyrosine Metabolism	11492	588-05-6		HMDB04989
1303	malate	LC/MS Neg	615.6	133.0143	Energy	TCA Cycle	525	6915-15-7	C00149	HMDB00156
20676	maleate	LC/MS Polar	2640	115.0037	Lipid	Fatty Acid, Dicarboxylate	444266	110-16-7	C01384	HMDB00176
15872	malonate	LC/MS Polar	3447	103.0037	Lipid	Fatty Acid Synthesis	867	141-82-2;26522-22-85-0	C00383	HMDB00691
15586	maltose	LC/MS Polar	3329.4	387.1144	Carbohydrate	Glycogen Metabolism	10991489	6363-53-7	C00208	HMDB00163
46142	mannitol/sorbitol	LC/MS Polar	2320	181.0718	Carbohydrate	Fructose, Mannose and Galactose Metabolism	5780		C00794	HMDB00247
62864	mannonate*	LC/MS Polar	2736	195.051	Xenobiotics	Food Component/Plant	3246006	642-99-9		
48153	mannose	LC/MS Polar	2200	225.0616	Carbohydrate	Fructose, Mannose and Galactose Metabolism	18950	3458-28-4	C00159	HMDB00169
1121	margarate (17:0)	LC/MS Neg	5731	269.2486	Lipid	Long Chain Saturated Fatty Acid	10465	506-12-7		HMDB02259
57512	margaroylcarnitine (C17)*	LC/MS Pos Late	1424	414.3578	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)		106182-29-0		HMDB06210
38306	metformin	LC/MS Pos Early	2817	130.1087	Xenobiotics	Drug - Metabolic	4091	1115-70-4	C07151	HMDB01921
1302	methionine	LC/MS Pos Early	2526	150.0583	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	6137	63-68-3	C00073	HMDB00696
44878	methionine sulfone	LC/MS Pos Early	1250	182.0482	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	69961	820-10-0		
18374	methionine sulfoxide	LC/MS Pos Early	1272	166.0533	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	158980	3226-65-1	C02989	HMDB02005
1584	methyl indole-3-acetate	LC/MS Pos Early	3380	190.0863	Xenobiotics	Food Component/Plant	74706	1912-33-0		HMDB29738
1496	methylmalonate (MMA)	LC/MS Polar	3078.4	117.0193	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	487	516-05-2	C02170	HMDB00202
37070	methylphosphate	LC/MS Pos Early	544	112.9998	Nucleotide	Purine and Pyrimidine Metabolism	13130	7023-27-0		HMDB61711
15745	methylsuccinate	LC/MS Polar	2800	131.035	Amino Acid	Leucine, Isoleucine and Valine Metabolism	10349	498-21-5		HMDB01844
34378	methylurea	LC/MS Pos Early	807	75.0553	Amino Acid	Urea cycle; Arginine and Proline Metabolism	11719	598-50-5	C16363	
57642	metronidazole	LC/MS Neg	2339	170.0571	Xenobiotics	Drug - Antibiotic	4173	73334-05-1	D00409	HMDB15052
39583	mevalonate	LC/MS Polar	1462	147.0663	Lipid	Mevalonate Metabolism	439230	96949-03-0	C02104	HMDB00227
48118	mevalonolactone	LC/MS Pos Early	1375	131.0703	Lipid	Mevalonate Metabolism	10428	674-26-0		HMDB06024
1124	myo-inositol	LC/MS Polar	3506.3	225.0616	Lipid	Inositol Metabolism	892	87-89-8	C00137	HMDB00211
1365	myristate (14:0)	LC/MS Neg	5440	227.2017	Lipid	Long Chain Saturated Fatty Acid	11005	544-63-8	C06424	HMDB00806
32418	myristoleate (14:1n5)	LC/MS Neg	5346.9	225.186	Lipid	Long Chain Monounsaturated Fatty Acid	5281119	544-64-9	C08322	HMDB02000
33952	myristoylcarnitine (C14)	LC/MS Pos Late	1350	372.3108	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	6426854	18822-89-4		HMDB05066
57689	N('1)-acetylspermidine	LC/MS Pos Early	3075	188.1757	Amino Acid	Polyamine Metabolism	496	14278-49-0	C00612	HMDB01276
32360	N(1)-acetylspermine	LC/MS Pos Early	3356	245.2336	Amino Acid	Polyamine Metabolism	916	77928-70-2	C02567	HMDB01186
57687	N,N,N-trimethyl-5-aminovalerate	LC/MS Pos Early	2186	160.1332	Amino Acid	Lysine Metabolism	14274897			
62947	N,N,N-trimethyl-alanylproline betaine (TMAP)	LC/MS Pos Early	2470	229.1547	Amino Acid	Urea cycle; Arginine and Proline Metabolism				
63151	N,N-dimethylalanine	LC/MS Pos Early	1370	118.0863	Amino Acid	Alanine and Aspartate Metabolism	5488191	2812-31-9		
57697	N-(2-hydroxypalmitoyl)-sphingosine (d18:1/16:0(2OH))	LC/MS Pos Late	2692	554.5143	Lipid	Ceramides		34839-02-6		
48680	N-acetyl sulfapyridine	LC/MS Neg	2815	290.0605	Xenobiotics	Drug - Antibiotic	58638	19077-98-6		
43255	N-acetyl-1-methylhistidine*	LC/MS Pos Early	2100	212.1028	Amino Acid	Histidine Metabolism	53859791			
43256	N-acetyl-3-methylhistidine*	LC/MS Pos Early	2056	212.103	Amino Acid	Histidine Metabolism	193270	37841-04-6		
35665	N-acetyl-aspartyl-glutamate (NAAG)	LC/MS Neg	575.3	303.0834	Amino Acid	Glutamate Metabolism	5255	3106-85-2	C12270	HMDB01067
37432	N-acetyl-beta-alanine	LC/MS Polar	1750	130.051	Nucleotide	Pyrimidine Metabolism, Uracil containing	76406	3025-95-4	C01073	
43530	N-acetyl-cadaverine	LC/MS Pos Early	2385	145.1335	Amino Acid	Lysine Metabolism	189087	32343-73-0		HMDB02284
62309	N-acetyl-isoputreanine	LC/MS Pos Early	2305	203.139	Amino Acid	Polyamine Metabolism	131802901			
1585	N-acetylalanine	LC/MS Neg	861	130.051	Amino Acid	Alanine and Aspartate Metabolism	88064	97-69-8	C02847	HMDB00766
33953	N-acetylarginine	LC/MS Pos Early	2245	217.1295	Amino Acid	Urea cycle; Arginine and Proline Metabolism	67427	155-84-0	C02562	HMDB04620
33942	N-acetylasparagine	LC/MS Pos Early	785	175.0713	Amino Acid	Alanine and Aspartate Metabolism	99715	4033-40-3		HMDB06028
22185	N-acetylaspartate (NAA)	LC/MS Polar	3143	174.0408	Amino Acid	Alanine and Aspartate Metabolism	65065	997-55-7;997-55-7	C01042	HMDB00812
43488	N-acetylcarnosine	LC/MS Pos Early	2141	269.1244	Amino Acid	Histidine Metabolism	9903482	56353-15-2		HMDB12881
48434	N-acetylcitrulline	LC/MS Neg	940	216.099	Amino Acid	Urea cycle; Arginine and Proline Metabolism	656979	33965-42-3	C15532	HMDB00856
1586	N-acetylcysteine	LC/MS Pos Early	1416	164.0376	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	12035	616-91-1	C06809	HMDB01890
21365	N-acetylglucosamine 6-sulfate	LC/MS Polar	1777	300.0395	Carbohydrate	Aminosugar Metabolism	193456	10357-00-3	C04132	HMDB00841
46539	N-acetylglucosamine/N-acetylgalactosamine	LC/MS Pos Early	715	222.0972	Carbohydrate	Aminosugar Metabolism				
48149	N-acetylglucosaminylasparagine	LC/MS Pos Early	1212	336.1402	Carbohydrate	Aminosugar Metabolism	123826	2776-93-4	C04540	HMDB00489
15720	N-acetylglutamate	LC/MS Pos Early	1050	190.071	Amino Acid	Glutamate Metabolism	70914	5817-08-03 00:00:00	C00624	HMDB01138
33943	N-acetylglutamine	LC/MS Polar	2140	187.0724	Amino Acid	Glutamate Metabolism	182230	2490-97-3	C02716	HMDB06029
27710	N-acetylglycine	LC/MS Neg	731	116.0353	Amino Acid	Glycine, Serine and Threonine Metabolism	10972	543-24-8		HMDB00532
48679	N-acetylhistamine	LC/MS Pos Early	2287	154.0975	Amino Acid	Histidine Metabolism	69602	673-49-4	C05135	HMDB13253
33946	N-acetylhistidine	LC/MS Pos Early	2065	198.0873	Amino Acid	Histidine Metabolism	75619	39145-52-3	C02997	HMDB32055
33967	N-acetylisoleucine	LC/MS Neg	2325	172.0979	Amino Acid	Leucine, Isoleucine and Valine Metabolism	306109	3077-46-1		HMDB61684
1587	N-acetylleucine	LC/MS Neg	2400	172.0979	Amino Acid	Leucine, Isoleucine and Valine Metabolism	70912	1188-21-2	C02710	HMDB11756
1589	N-acetylmethionine	LC/MS Neg	1787	190.0543	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	448580	65-82-7	C02712	HMDB11745
45428	N-acetylmethionine sulfoxide	LC/MS Pos Early	880	208.0638	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	193368	108646-71-5		
18354	N-acetylmuramate	LC/MS Neg	860	292.1038	Carbohydrate	Aminosugar Metabolism	5462244	10597-89-4	C02713	HMDB60493
32377	N-acetylneuraminate	LC/MS Pos Early	660	310.1133	Carbohydrate	Aminosugar Metabolism	439197	131-48-6	C00270	HMDB00230
33950	N-acetylphenylalanine	LC/MS Neg	2597	206.0823	Amino Acid	Phenylalanine Metabolism	74839	2018-61-3	C03519	HMDB00512
34387	N-acetylproline	LC/MS Pos Early	1695	158.0812	Amino Acid	Urea cycle; Arginine and Proline Metabolism	322640	1074-79-9		
37496	N-acetylputrescine	LC/MS Pos Early	2230	131.1179	Amino Acid	Polyamine Metabolism	122356	18233-70-0	C02714	HMDB02064
48438	N-acetylpyrraline	LC/MS Neg	2545	295.1299	Xenobiotics	Food Component/Plant				
37076	N-acetylserine	LC/MS Pos Early	800	148.0604	Amino Acid	Glycine, Serine and Threonine Metabolism	65249	97-14-3		HMDB02931
17772	N-acetylsphingosine	LC/MS Pos Late	1578	342.3003	Lipid	Sphingosines	5497136	3102-57-6	C00195	HMDB04950
48187	N-acetyltaurine	LC/MS Neg	800	166.018	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	159864			
33939	N-acetylthreonine	LC/MS Neg	821.6	160.0615	Amino Acid	Glycine, Serine and Threonine Metabolism	152204	17093-74-2		HMDB62557
33959	N-acetyltryptophan	LC/MS Neg	2630	245.0932	Amino Acid	Tryptophan Metabolism	700653	1218-34-4	C03137	HMDB13713
32390	N-acetyltyrosine	LC/MS Neg	1680	222.0772	Amino Acid	Tyrosine Metabolism	68310	537-55-3		HMDB00866
1591	N-acetylvaline	LC/MS Neg	1704	158.0823	Amino Acid	Leucine, Isoleucine and Valine Metabolism	66789	96-81-1		HMDB11757
32984	N-alpha-acetylornithine	LC/MS Pos Early	2000	175.1077	Amino Acid	Urea cycle; Arginine and Proline Metabolism	439232	6205-08-09 00:00:00	C00437	HMDB03357
63416	N-butyryl-isoleucine	LC/MS Neg	3425	200.1292	Amino Acid	Leucine, Isoleucine and Valine Metabolism				
63415	N-butyryl-leucine	LC/MS Neg	3470	200.1292	Amino Acid	Leucine, Isoleucine and Valine Metabolism				
63406	N-butyryl-phenylalanine	LC/MS Neg	3645	234.1136	Amino Acid	Phenylalanine Metabolism				
1594	N-carbamoylaspartate	LC/MS Polar	3800	175.036	Nucleotide	Pyrimidine Metabolism, Orotate containing	93072	923-37-5	C00438	HMDB00828
63854	N-carbamoylputrescine	LC/MS Pos Early	2015	132.1131	Amino Acid	Polyamine Metabolism	502		C00436	HMDB33458
63155	N-carboxymethylalanine	LC/MS Pos Early	905	148.0604	Xenobiotics	Food Component/Plant	2764308	106327-05-3		
43249	N-delta-acetylornithine	LC/MS Polar	2719.9	173.0932	Amino Acid	Urea cycle; Arginine and Proline Metabolism	9920500			
43549	N-formylanthranilic acid	LC/MS Neg	2150	164.0353	Amino Acid	Tryptophan Metabolism	101399	3342-77-6	C05653	HMDB04089
2829	N-formylmethionine	LC/MS Neg	1543.8	176.0387	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	439750	4289-98-9	C03145	HMDB01015
48433	N-formylphenylalanine	LC/MS Neg	2360	192.0666	Amino Acid	Tyrosine Metabolism	759256	13200-85-6		
39577	N-methyl-GABA	LC/MS Pos Early	2109	118.0863	Amino Acid	Glutamate Metabolism	70703	1119-48-8	C15987	
40006	N-methylhydantoin	LC/MS Neg	1425	113.0357	Amino Acid	Creatine Metabolism	69217	616-04-6	C02565	HMDB03646
35666	N-methylleucine	LC/MS Pos Early	2787	146.1176	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2777993	66866-69-1		
42999	N-methylphenylalanine	LC/MS Pos Early	2790	180.1019	Amino Acid	Phenylalanine Metabolism	4657542	2566-30-5		
47101	N-methylpipecolate	LC/MS Pos Early	1932	144.1019	Xenobiotics	Bacterial/Fungal	11286529	41447-17-0		
37431	N-methylproline	LC/MS Pos Early	1335	130.0863	Amino Acid	Urea cycle; Arginine and Proline Metabolism	557	475-11-6		
42989	N-methyltaurine	LC/MS Polar	1650	138.023	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	7882	107-68-6		
37456	N-methyltryptophan	LC/MS Pos Early	2910	219.1128	Amino Acid	Tryptophan Metabolism	914	526-31-8	C02983	
43586	N-monomethylarginine	LC/MS Pos Early	2845	189.1346	Amino Acid	Urea cycle; Arginine and Proline Metabolism	132862	53308-83-1	C03884	HMDB29416
19385	N-oleoyl-sphingosine (d18:1/18:1)*	LC/MS Pos Late	2848	564.535	Lipid	Ceramides	5283563	5966-28-9		HMDB04948
57430	N-palmitoyl-heptadecasphingosine (d17:1/16:0)*	LC/MS Pos Late	2645	524.5037	Lipid	Ceramides				
62881	N-palmitoyl-phytosphingosine (t18:0/16:0)	LC/MS Pos Late	2632	556.5299	Lipid	Ceramides	10506988			
52604	N-palmitoyl-sphinganine (d18:0/16:0)	LC/MS Pos Late	3090	540.535	Lipid	Dihydroceramides	5283572	5966-29-0		HMDB11760
44877	N-palmitoyl-sphingosine (d18:1/16:0)	LC/MS Pos Late	2893	538.5194	Lipid	Ceramides	5283564	24696-26-2		HMDB04949
42092	N-palmitoylglycine	LC/MS Neg	5580	312.2544	Lipid	Fatty Acid Metabolism (Acyl Glycine)	151008	2441-41-0		HMDB13034
42993	N-propionylalanine	LC/MS Neg	1335	144.0666	Amino Acid	Alanine and Aspartate Metabolism	321155	98632-97-4		
43506	N-propionylmethionine	LC/MS Neg	2290	204.07	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	103692	52811-70-8		
1759	N-stearoyl-sphinganine (d18:0/18:0)*	LC/MS Pos Late	3526	568.5663	Lipid	Dihydroceramides	5283573	2304-80-5		
54979	N-stearoyl-sphingosine (d18:1/18:0)*	LC/MS Pos Late	3392	566.5507	Lipid	Ceramides	5283565	104404-17-3		HMDB04950
39730	N-stearoyltaurine	LC/MS Neg	5782	390.2684	Lipid	Endocannabinoid	168274	63155-80-6		
63855	N-succinyl-phenylalanine	LC/MS Polar	2374	264.0877	Amino Acid	Phenylalanine Metabolism	3131586			
63856	N1,N10-dicoumaroylspermidine	LC/MS Pos Early	3125	438.2387	Xenobiotics	Food Component/Plant				HMDB33469
52987	N1,N12-diacetylspermine	LC/MS Pos Early	3105	287.2442	Amino Acid	Polyamine Metabolism	132680	61345-83-3	C03413	HMDB02172
40469	N1-Methyl-2-pyridone-5-carboxamide	LC/MS Neg	1668	151.0513	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	69698	701-44-0	C05842	HMDB04193
15650	1-methyladenosine	LC/MS Pos Early	2120	282.1197	Nucleotide	Purine Metabolism, Adenine containing	27476	15763-06-1	C02494	HMDB03331
48351	N1-methylinosine	LC/MS Pos Early	1430	283.1037	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	65095	20245-33-4		HMDB02721
37081	N2,N2-dimethylguanine	LC/MS Pos Early	2465	180.088	Nucleotide	Purine Metabolism, Guanine containing	74047	1445-15-4		
35137	N2,N2-dimethylguanosine	LC/MS Pos Early	2210	312.1303	Nucleotide	Purine Metabolism, Guanine containing	92919	2140-67-2		HMDB04824
36751	N2-acetyllysine	LC/MS Polar	3372.6	187.1088	Amino Acid	Lysine Metabolism	92907	1946-82-3	C12989	HMDB00446
1498	N6,N6,N6-trimethyllysine	LC/MS Pos Early	2825	189.1598	Amino Acid	Lysine Metabolism	440120	23284-33-5	C03793	HMDB01325
62862	N6,N6-dimethyllysine	LC/MS Pos Early	2831	175.1441	Amino Acid	Lysine Metabolism	193344	2259-86-1	C05545	HMDB13287
36752	N6-acetyllysine	LC/MS Polar	2612.6	187.1088	Amino Acid	Lysine Metabolism	92832	692-04-6	C02727	HMDB00206
35157	N6-carbamoylthreonyladenosine	LC/MS Neg	2164	411.127	Nucleotide	Purine Metabolism, Adenine containing	161466	24719-82-2		HMDB41623
36713	N6-carboxymethyllysine	LC/MS Pos Early	2500	205.1183	Carbohydrate	Advanced Glycation End-product	123800	5746-04-03 00:00:00		
17895	N6-formyllysine	LC/MS Pos Early	1992	175.1077	Amino Acid	Lysine Metabolism	70923	1190-48-3		
37114	N6-methyladenosine	LC/MS Pos Early	2264	282.1197	Nucleotide	Purine Metabolism, Adenine containing	102175	1867-73-8		HMDB04044
62860	N6-methyllysine	LC/MS Pos Early	2831	161.1285	Amino Acid	Lysine Metabolism	164795	1188-07-4	C02728	HMDB02038
44663	naringenin	LC/MS Neg	3437	271.0612	Xenobiotics	Food Component/Plant	932	67604-48-2	C00509	HMDB02670
54924	naringenin 7-glucuronide	LC/MS Neg	3144	447.0933	Xenobiotics	Food Component/Plant				
43419	naringin	LC/MS Neg	3740	579.1719	Xenobiotics	Food Component/Plant	5284651	10236-47-2		
48134	narirutin	LC/MS Neg	3700	579.1719	Xenobiotics	Food Component/Plant	442431	14259-46-2	C09793	
52674	nervonate (24:1n9)*	LC/MS Neg	6804	365.3425	Lipid	Long Chain Monounsaturated Fatty Acid	5281120	506-37-6	C08323	HMDB02368
57531	nervonoylcarnitine (C24:1)*	LC/MS Pos Late	1602	510.4517	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)				
43026	nicotianamine	LC/MS Pos Early	1800	304.1503	Xenobiotics	Food Component/Plant	9882882	34441-14-0	C05324	
594	nicotinamide	LC/MS Pos Early	1942	123.0553	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	936	98-92-0	C00153	HMDB01406
